locality,bhk,price_lakhs,area_sqft,furnishing_status,facing,status,floor,parking,bathroom,city,price_per_sqft,price_segment,affordability_score
Panvel,5,110.61,1157.0,Semi-Furnished,North,Under Construction,19,1,3,Mumbai,9560.07,Premium (1-2Cr),93.1
Vashi,3,194.1,1468.0,Furnished,South,Under Construction,15,2,2,Mumbai,13222.07,Premium (1-2Cr),87.5
Airoli,4,109.14,1334.0,Semi-Furnished,East,Under Construction,11,1,3,Mumbai,8181.41,Premium (1-2Cr),93.2
Kalyan,1,26.74,571.0,Unfurnished,West,Ready to Move,6,1,1,Mumbai,4683.01,Affordable (<50L),98.8
Mulund West,3,97.6,1263.0,Unfurnished,East,Under Construction,2,2,2,Mumbai,7727.63,Mid-Range (50-100L),94.0
Andheri West,2,183.76,759.0,Furnished,North,Ready to Move,27,0,3,Mumbai,24210.8,Premium (1-2Cr),88.2
Mulund East,3,73.33,1183.0,Furnished,South,Under Construction,11,0,1,Mumbai,6198.65,Mid-Range (50-100L),95.6
Nerul,3,90.53,1035.0,Unfurnished,West,Under Construction,13,1,2,Mumbai,8746.86,Mid-Range (50-100L),94.5
Andheri East,5,213.91,1575.0,Semi-Furnished,West,Under Construction,9,0,3,Mumbai,13581.59,Luxury (2Cr+),86.2
Borivali East,2,60.75,907.0,Unfurnished,North,Under Construction,13,2,3,Mumbai,6697.91,Mid-Range (50-100L),96.5
Worli,5,1261.24,1815.0,Unfurnished,South,Ready to Move,25,0,3,Mumbai,69489.81,Luxury (2Cr+),15.8
Andheri East,3,234.05,1180.0,Semi-Furnished,North,Under Construction,14,0,2,Mumbai,19834.75,Luxury (2Cr+),84.8
Ulhasnagar,2,20.61,773.0,Furnished,East,Ready to Move,7,2,2,Mumbai,2666.24,Affordable (<50L),99.2
Ghatkopar East,1,59.73,837.0,Furnished,West,Under Construction,6,2,2,Mumbai,7136.2,Mid-Range (50-100L),96.6
Kandivali West,5,223.94,1924.0,Semi-Furnished,South,Ready to Move,1,1,2,Mumbai,11639.29,Luxury (2Cr+),85.5
Goregaon East,3,157.9,1192.0,Semi-Furnished,North,Under Construction,17,1,2,Mumbai,13246.64,Premium (1-2Cr),90.0
Andheri East,2,121.42,907.0,Furnished,North,Under Construction,22,2,2,Mumbai,13386.99,Premium (1-2Cr),92.4
Dombivli,5,125.28,1492.0,Furnished,West,Ready to Move,13,1,1,Mumbai,8396.78,Premium (1-2Cr),92.2
Thane West,3,142.51,854.0,Furnished,South,Under Construction,24,0,3,Mumbai,16687.35,Premium (1-2Cr),91.0
Thane West,1,26.53,888.0,Semi-Furnished,North,Ready to Move,21,1,3,Mumbai,2987.61,Affordable (<50L),98.8
Vashi,5,238.89,1336.0,Furnished,East,Under Construction,17,0,1,Mumbai,17880.99,Luxury (2Cr+),84.5
Kurla,2,116.74,1069.0,Unfurnished,North,Under Construction,9,0,2,Mumbai,10920.49,Premium (1-2Cr),92.7
Mulund West,2,120.57,744.0,Semi-Furnished,East,Under Construction,26,1,3,Mumbai,16205.65,Premium (1-2Cr),92.5
Thane East,2,46.28,1159.0,Unfurnished,East,Under Construction,1,0,2,Mumbai,3993.1,Affordable (<50L),97.5
Parel,2,347.07,1096.0,Semi-Furnished,North,Under Construction,14,0,1,Mumbai,31666.97,Luxury (2Cr+),77.2
Dadar,5,328.13,1518.0,Furnished,North,Under Construction,6,2,1,Mumbai,21615.94,Luxury (2Cr+),78.5
Vikhroli,5,151.63,1427.0,Semi-Furnished,East,Ready to Move,20,2,2,Mumbai,10625.79,Premium (1-2Cr),90.4
Bandra East,5,670.89,1556.0,Semi-Furnished,East,Under Construction,26,0,3,Mumbai,43116.32,Luxury (2Cr+),55.5
Vikhroli,3,135.3,1283.0,Furnished,South,Under Construction,4,1,2,Mumbai,10545.6,Premium (1-2Cr),91.5
Malad West,3,109.08,1281.0,Semi-Furnished,South,Under Construction,2,2,2,Mumbai,8515.22,Premium (1-2Cr),93.2
Goregaon East,3,180.99,1484.0,Unfurnished,West,Under Construction,29,1,3,Mumbai,12196.09,Premium (1-2Cr),88.4
Mira Road,3,55.79,1397.0,Semi-Furnished,West,Ready to Move,19,2,2,Mumbai,3993.56,Mid-Range (50-100L),96.8
Borivali East,2,87.83,744.0,Unfurnished,North,Ready to Move,11,2,2,Mumbai,11805.11,Mid-Range (50-100L),94.7
Borivali West,3,139.46,927.0,Unfurnished,East,Under Construction,17,1,3,Mumbai,15044.23,Premium (1-2Cr),91.2
Kandivali East,2,90.85,1052.0,Semi-Furnished,South,Ready to Move,3,2,2,Mumbai,8635.93,Mid-Range (50-100L),94.5
Goregaon East,3,150.48,1018.0,Furnished,West,Under Construction,17,0,2,Mumbai,14781.93,Premium (1-2Cr),90.5
Ghatkopar West,2,98.58,729.0,Semi-Furnished,East,Under Construction,10,0,1,Mumbai,13522.63,Mid-Range (50-100L),93.9
Bandra East,1,116.39,873.0,Furnished,West,Under Construction,6,0,2,Mumbai,13332.19,Premium (1-2Cr),92.8
Goregaon West,4,231.62,1392.0,Semi-Furnished,North,Under Construction,21,1,3,Mumbai,16639.37,Luxury (2Cr+),85.0
Kharghar,3,116.73,1101.0,Furnished,West,Under Construction,22,1,3,Mumbai,10602.18,Premium (1-2Cr),92.7
Airoli,2,46.84,735.0,Unfurnished,North,Ready to Move,1,1,3,Mumbai,6372.79,Affordable (<50L),97.4
Airoli,5,215.07,1161.0,Furnished,North,Under Construction,6,2,2,Mumbai,18524.55,Luxury (2Cr+),86.1
Kandivali East,2,73.01,1007.0,Semi-Furnished,North,Under Construction,1,2,2,Mumbai,7250.25,Mid-Range (50-100L),95.7
Lower Parel,4,539.27,1677.0,Semi-Furnished,North,Under Construction,14,0,3,Mumbai,32156.83,Luxury (2Cr+),64.3
Ghatkopar East,5,235.27,1263.0,Semi-Furnished,East,Under Construction,8,1,3,Mumbai,18627.87,Luxury (2Cr+),84.8
Ghatkopar West,3,142.55,1399.0,Semi-Furnished,North,Ready to Move,5,1,3,Mumbai,10189.42,Premium (1-2Cr),91.0
Ulhasnagar,2,29.86,985.0,Semi-Furnished,West,Under Construction,8,0,3,Mumbai,3031.47,Affordable (<50L),98.6
Malad East,3,143.29,1478.0,Semi-Furnished,West,Under Construction,1,2,3,Mumbai,9694.86,Premium (1-2Cr),90.9
Dahisar,4,99.95,1505.0,Furnished,West,Ready to Move,26,2,2,Mumbai,6641.2,Mid-Range (50-100L),93.9
Mulund East,1,27.2,697.0,Furnished,South,Under Construction,25,0,2,Mumbai,3902.44,Affordable (<50L),98.7
Chembur,3,128.22,1073.0,Semi-Furnished,South,Ready to Move,26,1,3,Mumbai,11949.67,Premium (1-2Cr),92.0
Andheri East,1,52.92,761.0,Semi-Furnished,North,Ready to Move,7,1,2,Mumbai,6954.01,Mid-Range (50-100L),97.0
Vashi,3,148.57,1348.0,Unfurnished,East,Ready to Move,5,2,2,Mumbai,11021.51,Premium (1-2Cr),90.6
Powai,4,232.44,1248.0,Semi-Furnished,South,Ready to Move,7,2,3,Mumbai,18625.0,Luxury (2Cr+),85.0
Panvel,3,75.43,997.0,Semi-Furnished,East,Ready to Move,23,0,3,Mumbai,7565.7,Mid-Range (50-100L),95.5
Worli,3,472.91,935.0,Semi-Furnished,East,Ready to Move,4,2,3,Mumbai,50578.61,Luxury (2Cr+),68.8
Dadar,5,667.49,1991.0,Furnished,South,Ready to Move,22,1,3,Mumbai,33525.36,Luxury (2Cr+),55.7
Ulhasnagar,2,39.45,793.0,Unfurnished,West,Ready to Move,16,1,2,Mumbai,4974.78,Affordable (<50L),97.9
Virar,2,34.23,808.0,Furnished,South,Ready to Move,19,1,2,Mumbai,4236.39,Affordable (<50L),98.3
Mulund West,3,118.44,1109.0,Semi-Furnished,North,Under Construction,12,1,3,Mumbai,10679.89,Premium (1-2Cr),92.6
Ghatkopar West,1,31.88,669.0,Unfurnished,South,Under Construction,4,0,2,Mumbai,4765.32,Affordable (<50L),98.4
Malad West,2,68.47,1174.0,Unfurnished,East,Ready to Move,2,0,3,Mumbai,5832.2,Mid-Range (50-100L),96.0
Kurla,4,122.13,1194.0,Semi-Furnished,South,Under Construction,20,0,2,Mumbai,10228.64,Premium (1-2Cr),92.4
Andheri West,3,239.47,927.0,Unfurnished,North,Under Construction,3,1,2,Mumbai,25832.79,Luxury (2Cr+),84.5
Nalasopara,5,78.0,1782.0,Semi-Furnished,South,Ready to Move,27,0,3,Mumbai,4377.1,Mid-Range (50-100L),95.3
Kandivali West,3,78.69,1300.0,Unfurnished,West,Ready to Move,15,2,2,Mumbai,6053.08,Mid-Range (50-100L),95.3
Kalyan,3,78.1,1316.0,Furnished,North,Ready to Move,15,2,3,Mumbai,5934.65,Mid-Range (50-100L),95.3
Mulund East,2,98.71,1045.0,Semi-Furnished,East,Under Construction,23,0,3,Mumbai,9445.93,Mid-Range (50-100L),93.9
Panvel,3,93.24,1418.0,Semi-Furnished,North,Under Construction,21,2,3,Mumbai,6575.46,Mid-Range (50-100L),94.3
Mulund East,2,74.91,951.0,Furnished,East,Ready to Move,13,1,3,Mumbai,7876.97,Mid-Range (50-100L),95.5
Mira Road,2,69.44,936.0,Unfurnished,East,Under Construction,21,2,2,Mumbai,7418.8,Mid-Range (50-100L),95.9
Andheri East,2,64.79,928.0,Furnished,East,Ready to Move,5,1,2,Mumbai,6981.68,Mid-Range (50-100L),96.2
Malad East,3,104.73,1309.0,Furnished,South,Ready to Move,28,0,3,Mumbai,8000.76,Premium (1-2Cr),93.5
Chembur,2,70.81,724.0,Semi-Furnished,East,Under Construction,20,0,2,Mumbai,9780.39,Mid-Range (50-100L),95.8
Navi Mumbai,2,79.34,756.0,Furnished,West,Ready to Move,11,0,3,Mumbai,10494.71,Mid-Range (50-100L),95.2
Malad East,3,156.52,1360.0,Unfurnished,East,Under Construction,16,1,3,Mumbai,11508.82,Premium (1-2Cr),90.1
Kharghar,3,76.57,1473.0,Furnished,West,Ready to Move,6,0,3,Mumbai,5198.23,Mid-Range (50-100L),95.4
Navi Mumbai,1,54.96,569.0,Furnished,North,Ready to Move,8,2,1,Mumbai,9659.05,Mid-Range (50-100L),96.9
Virar,3,27.23,925.0,Semi-Furnished,East,Under Construction,23,2,2,Mumbai,2943.78,Affordable (<50L),98.7
Powai,1,118.04,552.0,Semi-Furnished,North,Ready to Move,24,2,2,Mumbai,21384.06,Premium (1-2Cr),92.6
Kharghar,4,73.53,1206.0,Unfurnished,West,Under Construction,19,0,3,Mumbai,6097.01,Mid-Range (50-100L),95.6
Nalasopara,1,11.24,738.0,Furnished,North,Under Construction,8,0,3,Mumbai,1523.04,Affordable (<50L),99.8
Virar,4,81.49,1399.0,Furnished,East,Under Construction,19,1,3,Mumbai,5824.87,Mid-Range (50-100L),95.1
Thane East,5,223.69,1731.0,Furnished,West,Under Construction,11,2,1,Mumbai,12922.59,Luxury (2Cr+),85.5
Andheri West,4,347.63,1387.0,Furnished,North,Under Construction,27,2,3,Mumbai,25063.45,Luxury (2Cr+),77.2
Goregaon East,2,76.02,812.0,Furnished,West,Ready to Move,27,2,3,Mumbai,9362.07,Mid-Range (50-100L),95.5
Airoli,1,41.12,578.0,Semi-Furnished,North,Ready to Move,17,0,2,Mumbai,7114.19,Affordable (<50L),97.8
Kandivali East,3,143.77,1279.0,Semi-Furnished,South,Under Construction,27,2,1,Mumbai,11240.81,Premium (1-2Cr),90.9
Malad West,3,184.06,1473.0,Furnished,West,Under Construction,4,2,3,Mumbai,12495.59,Premium (1-2Cr),88.2
Dadar,1,107.35,791.0,Unfurnished,South,Under Construction,29,1,3,Mumbai,13571.43,Premium (1-2Cr),93.4
Mulund West,3,99.43,1336.0,Unfurnished,South,Under Construction,5,1,2,Mumbai,7442.37,Mid-Range (50-100L),93.9
Virar,3,41.88,1139.0,Semi-Furnished,South,Under Construction,17,2,1,Mumbai,3676.91,Affordable (<50L),97.8
Ghatkopar West,2,108.59,744.0,Unfurnished,West,Under Construction,18,1,3,Mumbai,14595.43,Premium (1-2Cr),93.3
Kalyan,3,74.86,1149.0,Unfurnished,North,Under Construction,22,1,2,Mumbai,6515.23,Mid-Range (50-100L),95.5
Bandra West,1,177.53,741.0,Semi-Furnished,North,Under Construction,17,1,2,Mumbai,23958.16,Premium (1-2Cr),88.6
Borivali West,5,121.05,1634.0,Furnished,South,Under Construction,4,2,2,Mumbai,7408.2,Premium (1-2Cr),92.4
Bandra West,2,260.41,734.0,Semi-Furnished,North,Ready to Move,24,0,3,Mumbai,35478.2,Luxury (2Cr+),83.1
Bandra East,3,339.78,1053.0,Unfurnished,East,Ready to Move,2,0,3,Mumbai,32267.81,Luxury (2Cr+),77.7
Andheri East,2,83.54,1133.0,Semi-Furnished,North,Ready to Move,23,2,2,Mumbai,7373.35,Mid-Range (50-100L),95.0
Goregaon East,3,198.63,1404.0,Furnished,East,Ready to Move,21,0,3,Mumbai,14147.44,Premium (1-2Cr),87.2
Powai,3,249.79,1108.0,Semi-Furnished,South,Under Construction,13,2,2,Mumbai,22544.22,Luxury (2Cr+),83.8
Borivali West,5,202.55,1995.0,Semi-Furnished,West,Under Construction,2,2,2,Mumbai,10152.88,Luxury (2Cr+),87.0
Kandivali West,1,55.28,594.0,Furnished,West,Under Construction,16,0,3,Mumbai,9306.4,Mid-Range (50-100L),96.9
Kandivali West,3,165.67,1414.0,Furnished,North,Ready to Move,14,1,2,Mumbai,11716.41,Premium (1-2Cr),89.4
Airoli,2,45.7,1022.0,Furnished,South,Ready to Move,17,0,2,Mumbai,4471.62,Affordable (<50L),97.5
Borivali West,3,142.43,905.0,Furnished,West,Ready to Move,10,2,2,Mumbai,15738.12,Premium (1-2Cr),91.0
Thane East,3,67.23,918.0,Unfurnished,West,Under Construction,2,1,3,Mumbai,7323.53,Mid-Range (50-100L),96.1
Mulund East,2,91.52,1134.0,Furnished,South,Under Construction,29,2,2,Mumbai,8070.55,Mid-Range (50-100L),94.4
Worli,5,831.73,1279.0,Furnished,North,Under Construction,5,2,3,Mumbai,65029.71,Luxury (2Cr+),44.7
Kalyan,2,49.62,1055.0,Unfurnished,North,Ready to Move,29,1,3,Mumbai,4703.32,Affordable (<50L),97.2
Nalasopara,2,27.44,1095.0,Furnished,South,Ready to Move,1,1,2,Mumbai,2505.94,Affordable (<50L),98.7
Goregaon West,1,67.96,891.0,Semi-Furnished,West,Ready to Move,4,2,2,Mumbai,7627.38,Mid-Range (50-100L),96.0
Andheri West,2,144.7,828.0,Furnished,East,Ready to Move,6,2,2,Mumbai,17475.85,Premium (1-2Cr),90.8
Andheri East,1,35.57,757.0,Semi-Furnished,East,Ready to Move,2,1,3,Mumbai,4698.81,Affordable (<50L),98.2
Virar,5,59.95,1528.0,Furnished,East,Ready to Move,6,0,2,Mumbai,3923.43,Mid-Range (50-100L),96.5
Malad East,2,70.03,1041.0,Furnished,West,Under Construction,12,1,3,Mumbai,6727.19,Mid-Range (50-100L),95.9
Mulund West,1,28.44,599.0,Unfurnished,North,Ready to Move,24,2,2,Mumbai,4747.91,Affordable (<50L),98.7
Panvel,1,29.76,837.0,Semi-Furnished,West,Ready to Move,6,1,1,Mumbai,3555.56,Affordable (<50L),98.6
Goregaon West,3,127.37,1208.0,Semi-Furnished,East,Under Construction,19,1,3,Mumbai,10543.87,Premium (1-2Cr),92.0
Kharghar,3,122.34,1135.0,Furnished,East,Under Construction,9,2,2,Mumbai,10778.85,Premium (1-2Cr),92.4
Malad East,3,89.35,972.0,Semi-Furnished,East,Under Construction,7,2,1,Mumbai,9192.39,Mid-Range (50-100L),94.6
Dahisar,3,57.6,1222.0,Semi-Furnished,East,Ready to Move,25,0,1,Mumbai,4713.58,Mid-Range (50-100L),96.7
Worli,3,881.94,1136.0,Furnished,North,Under Construction,28,2,3,Mumbai,77635.56,Luxury (2Cr+),41.3
Borivali West,5,149.34,1485.0,Unfurnished,West,Under Construction,2,0,1,Mumbai,10056.57,Premium (1-2Cr),90.5
Worli,1,133.93,729.0,Furnished,West,Ready to Move,3,1,3,Mumbai,18371.74,Premium (1-2Cr),91.6
Borivali East,2,82.98,1052.0,Unfurnished,West,Under Construction,22,0,3,Mumbai,7887.83,Mid-Range (50-100L),95.0
Nalasopara,3,33.66,1266.0,Furnished,North,Ready to Move,21,0,1,Mumbai,2658.77,Affordable (<50L),98.3
Bandra West,3,365.96,1003.0,Furnished,West,Ready to Move,1,2,2,Mumbai,36486.54,Luxury (2Cr+),76.0
Ulhasnagar,3,42.02,1443.0,Unfurnished,East,Ready to Move,22,2,1,Mumbai,2911.99,Affordable (<50L),97.7
Kalyan,1,23.5,658.0,Unfurnished,East,Ready to Move,13,1,2,Mumbai,3571.43,Affordable (<50L),99.0
Thane East,1,25.96,674.0,Unfurnished,North,Ready to Move,7,2,3,Mumbai,3851.63,Affordable (<50L),98.8
Kandivali West,1,54.22,586.0,Unfurnished,West,Ready to Move,7,1,3,Mumbai,9252.56,Mid-Range (50-100L),96.9
Mira Road,1,27.26,575.0,Semi-Furnished,West,Under Construction,25,2,1,Mumbai,4740.87,Affordable (<50L),98.7
Mulund East,5,205.97,1252.0,Unfurnished,West,Under Construction,11,0,3,Mumbai,16451.28,Luxury (2Cr+),86.7
Vasai,2,36.35,743.0,Furnished,West,Under Construction,16,0,2,Mumbai,4892.33,Affordable (<50L),98.1
Airoli,1,36.93,789.0,Unfurnished,North,Ready to Move,29,1,2,Mumbai,4680.61,Affordable (<50L),98.1
Panvel,1,34.94,749.0,Furnished,North,Under Construction,17,0,2,Mumbai,4664.89,Affordable (<50L),98.2
Vikhroli,1,54.55,790.0,Unfurnished,North,Under Construction,2,2,1,Mumbai,6905.06,Mid-Range (50-100L),96.9
Navi Mumbai,2,97.2,924.0,Furnished,North,Under Construction,23,2,3,Mumbai,10519.48,Mid-Range (50-100L),94.0
Thane West,5,241.06,2044.0,Furnished,East,Ready to Move,10,0,1,Mumbai,11793.54,Luxury (2Cr+),84.4
Dombivli,2,26.42,834.0,Furnished,East,Ready to Move,18,1,1,Mumbai,3167.87,Affordable (<50L),98.8
Mulund West,3,163.85,868.0,Furnished,South,Under Construction,18,0,1,Mumbai,18876.73,Premium (1-2Cr),89.6
Nalasopara,2,25.79,998.0,Semi-Furnished,East,Under Construction,18,1,3,Mumbai,2584.17,Affordable (<50L),98.8
Dadar,4,316.12,1212.0,Semi-Furnished,East,Under Construction,20,0,3,Mumbai,26082.51,Luxury (2Cr+),79.3
Kalyan,2,26.83,1189.0,Furnished,West,Under Construction,1,1,2,Mumbai,2256.52,Affordable (<50L),98.8
Chembur,1,43.68,836.0,Furnished,East,Under Construction,9,1,2,Mumbai,5224.88,Affordable (<50L),97.6
Bandra West,2,304.04,783.0,Unfurnished,North,Ready to Move,9,1,3,Mumbai,38830.14,Luxury (2Cr+),80.1
Ghatkopar West,1,39.75,657.0,Furnished,West,Under Construction,12,1,2,Mumbai,6050.23,Affordable (<50L),97.9
Dadar,1,117.36,575.0,Semi-Furnished,West,Ready to Move,3,0,2,Mumbai,20410.43,Premium (1-2Cr),92.7
Parel,4,624.22,1346.0,Unfurnished,South,Under Construction,17,1,3,Mumbai,46375.93,Luxury (2Cr+),58.6
Mira Road,1,21.97,869.0,Semi-Furnished,East,Under Construction,8,1,3,Mumbai,2528.19,Affordable (<50L),99.1
Airoli,2,51.82,806.0,Unfurnished,East,Under Construction,8,1,1,Mumbai,6429.28,Mid-Range (50-100L),97.1
Malad West,2,114.76,1132.0,Furnished,North,Ready to Move,8,2,2,Mumbai,10137.81,Premium (1-2Cr),92.9
Dahisar,5,143.32,1649.0,Semi-Furnished,West,Ready to Move,7,0,1,Mumbai,8691.33,Premium (1-2Cr),90.9
Navi Mumbai,2,91.26,817.0,Unfurnished,North,Under Construction,12,0,2,Mumbai,11170.13,Mid-Range (50-100L),94.4
Lower Parel,2,359.19,908.0,Semi-Furnished,North,Ready to Move,28,0,2,Mumbai,39558.37,Luxury (2Cr+),76.4
Nerul,1,39.12,621.0,Semi-Furnished,West,Under Construction,13,2,1,Mumbai,6299.52,Affordable (<50L),97.9
Parel,1,85.46,652.0,Semi-Furnished,West,Under Construction,6,1,2,Mumbai,13107.36,Mid-Range (50-100L),94.8
Worli,4,834.5,1154.0,Unfurnished,West,Ready to Move,26,1,2,Mumbai,72313.69,Luxury (2Cr+),44.5
Nalasopara,2,32.3,1149.0,Unfurnished,South,Under Construction,25,0,3,Mumbai,2811.14,Affordable (<50L),98.4
Malad East,2,66.75,725.0,Semi-Furnished,East,Ready to Move,2,2,2,Mumbai,9206.9,Mid-Range (50-100L),96.1
Kalyan,2,39.26,742.0,Unfurnished,West,Ready to Move,16,0,2,Mumbai,5291.11,Affordable (<50L),97.9
Bandra West,1,220.73,611.0,Furnished,North,Ready to Move,25,1,3,Mumbai,36126.02,Luxury (2Cr+),85.7
Borivali West,1,43.19,765.0,Semi-Furnished,South,Ready to Move,9,1,3,Mumbai,5645.75,Affordable (<50L),97.7
Mulund East,3,111.13,1326.0,Unfurnished,West,Under Construction,29,2,3,Mumbai,8380.84,Premium (1-2Cr),93.1
Ghatkopar West,5,335.01,1498.0,Furnished,South,Under Construction,19,1,2,Mumbai,22363.82,Luxury (2Cr+),78.1
Virar,2,27.83,1190.0,Semi-Furnished,West,Under Construction,25,0,3,Mumbai,2338.66,Affordable (<50L),98.7
Bandra West,3,415.84,1090.0,Unfurnished,East,Ready to Move,1,0,2,Mumbai,38150.46,Luxury (2Cr+),72.6
Borivali East,3,123.68,1165.0,Furnished,East,Ready to Move,27,1,3,Mumbai,10616.31,Premium (1-2Cr),92.3
Bandra West,3,596.74,981.0,Semi-Furnished,North,Under Construction,5,0,3,Mumbai,60829.77,Luxury (2Cr+),60.5
Goregaon West,2,68.29,775.0,Unfurnished,East,Ready to Move,14,0,2,Mumbai,8811.61,Mid-Range (50-100L),96.0
Lower Parel,3,332.8,1306.0,Unfurnished,North,Under Construction,7,0,3,Mumbai,25482.39,Luxury (2Cr+),78.2
Borivali West,2,78.89,930.0,Unfurnished,East,Under Construction,20,1,1,Mumbai,8482.8,Mid-Range (50-100L),95.3
Andheri East,4,297.86,1388.0,Furnished,North,Ready to Move,1,2,3,Mumbai,21459.65,Luxury (2Cr+),80.6
Powai,2,190.42,779.0,Unfurnished,North,Under Construction,5,1,3,Mumbai,24444.16,Premium (1-2Cr),87.8
Bandra West,2,433.61,803.0,Semi-Furnished,East,Under Construction,24,1,3,Mumbai,53998.75,Luxury (2Cr+),71.4
Mulund East,1,32.73,654.0,Semi-Furnished,North,Ready to Move,14,1,3,Mumbai,5004.59,Affordable (<50L),98.4
Malad West,3,158.52,916.0,Furnished,South,Ready to Move,18,2,3,Mumbai,17305.68,Premium (1-2Cr),89.9
Borivali West,3,99.36,1346.0,Semi-Furnished,East,Under Construction,7,1,3,Mumbai,7381.87,Mid-Range (50-100L),93.9
Mulund East,2,58.78,1050.0,Unfurnished,East,Under Construction,15,0,1,Mumbai,5598.1,Mid-Range (50-100L),96.6
Dadar,2,288.51,957.0,Furnished,West,Under Construction,29,1,2,Mumbai,30147.34,Luxury (2Cr+),81.2
Nalasopara,3,41.49,1169.0,Semi-Furnished,East,Ready to Move,8,1,1,Mumbai,3549.19,Affordable (<50L),97.8
Dombivli,3,66.93,1005.0,Unfurnished,South,Ready to Move,2,0,3,Mumbai,6659.7,Mid-Range (50-100L),96.1
Malad East,5,239.84,1251.0,Semi-Furnished,East,Ready to Move,17,2,2,Mumbai,19171.86,Luxury (2Cr+),84.5
Mulund East,3,80.24,1044.0,Furnished,West,Ready to Move,4,0,1,Mumbai,7685.82,Mid-Range (50-100L),95.2
Borivali East,3,82.77,1325.0,Furnished,South,Ready to Move,29,1,2,Mumbai,6246.79,Mid-Range (50-100L),95.0
Kharghar,3,77.17,1320.0,Furnished,West,Ready to Move,2,2,3,Mumbai,5846.21,Mid-Range (50-100L),95.4
Parel,4,369.66,1700.0,Semi-Furnished,North,Under Construction,24,2,3,Mumbai,21744.71,Luxury (2Cr+),75.7
Ghatkopar East,1,44.95,632.0,Semi-Furnished,South,Under Construction,13,2,2,Mumbai,7112.34,Affordable (<50L),97.6
Dadar,2,218.07,835.0,Semi-Furnished,East,Under Construction,3,1,2,Mumbai,26116.17,Luxury (2Cr+),85.9
Airoli,2,50.1,755.0,Unfurnished,North,Ready to Move,17,2,3,Mumbai,6635.76,Mid-Range (50-100L),97.2
Chembur,3,110.86,1232.0,Unfurnished,East,Ready to Move,15,0,2,Mumbai,8998.38,Premium (1-2Cr),93.1
Parel,1,135.92,773.0,Semi-Furnished,West,Under Construction,23,2,2,Mumbai,17583.44,Premium (1-2Cr),91.4
Goregaon West,3,222.56,1331.0,Unfurnished,East,Under Construction,23,1,2,Mumbai,16721.26,Luxury (2Cr+),85.6
Vikhroli,3,109.54,1496.0,Unfurnished,North,Under Construction,12,2,3,Mumbai,7322.19,Premium (1-2Cr),93.2
Nalasopara,3,29.5,871.0,Furnished,West,Ready to Move,15,2,3,Mumbai,3386.91,Affordable (<50L),98.6
Ghatkopar East,1,52.64,861.0,Semi-Furnished,South,Ready to Move,25,2,2,Mumbai,6113.82,Mid-Range (50-100L),97.0
Vasai,2,24.27,726.0,Unfurnished,East,Under Construction,17,2,2,Mumbai,3342.98,Affordable (<50L),98.9
Borivali East,3,60.83,1424.0,Furnished,West,Under Construction,15,2,3,Mumbai,4271.77,Mid-Range (50-100L),96.5
Thane West,3,75.25,1103.0,Semi-Furnished,East,Under Construction,14,1,2,Mumbai,6822.3,Mid-Range (50-100L),95.5
Vashi,3,112.51,910.0,Semi-Furnished,West,Under Construction,15,2,2,Mumbai,12363.74,Premium (1-2Cr),93.0
Airoli,3,70.59,1448.0,Furnished,North,Under Construction,8,2,3,Mumbai,4875.0,Mid-Range (50-100L),95.8
Kalyan,3,46.44,1349.0,Semi-Furnished,South,Ready to Move,18,1,2,Mumbai,3442.55,Affordable (<50L),97.5
Lower Parel,3,485.44,1428.0,Furnished,South,Under Construction,27,0,1,Mumbai,33994.4,Luxury (2Cr+),68.0
Kalyan,3,51.52,1093.0,Furnished,East,Under Construction,7,2,3,Mumbai,4713.63,Mid-Range (50-100L),97.1
Nalasopara,3,26.06,1258.0,Semi-Furnished,West,Under Construction,10,1,3,Mumbai,2071.54,Affordable (<50L),98.8
Dadar,3,313.19,853.0,Unfurnished,North,Under Construction,26,2,3,Mumbai,36716.3,Luxury (2Cr+),79.5
Goregaon West,3,207.82,1431.0,Furnished,North,Under Construction,2,1,2,Mumbai,14522.71,Luxury (2Cr+),86.6
Malad West,2,97.86,783.0,Semi-Furnished,East,Under Construction,14,0,2,Mumbai,12498.08,Mid-Range (50-100L),94.0
Nalasopara,3,33.7,1063.0,Semi-Furnished,North,Under Construction,19,2,3,Mumbai,3170.27,Affordable (<50L),98.3
Panvel,1,34.75,716.0,Semi-Furnished,North,Ready to Move,9,1,2,Mumbai,4853.35,Affordable (<50L),98.2
Andheri East,3,239.78,1072.0,Furnished,North,Under Construction,2,0,2,Mumbai,22367.54,Luxury (2Cr+),84.5
Kurla,1,54.41,887.0,Furnished,West,Under Construction,1,2,3,Mumbai,6134.16,Mid-Range (50-100L),96.9
Dahisar,2,60.94,731.0,Furnished,West,Under Construction,5,0,1,Mumbai,8336.53,Mid-Range (50-100L),96.5
Kalyan,4,54.11,1312.0,Unfurnished,North,Ready to Move,22,1,1,Mumbai,4124.24,Mid-Range (50-100L),96.9
Bandra West,3,563.31,1092.0,Semi-Furnished,North,Under Construction,8,2,2,Mumbai,51585.16,Luxury (2Cr+),62.7
Ulhasnagar,1,9.96,748.0,Furnished,North,Under Construction,8,1,3,Mumbai,1331.55,Affordable (<50L),99.9
Thane West,1,36.68,785.0,Furnished,East,Ready to Move,28,0,3,Mumbai,4672.61,Affordable (<50L),98.1
